qid,docno,text,rank
1030303,i_r_c_1030303,"Azim Hashim Premji (born 24 July 1945) is an Indian business tycoon, investor, and philanthropist. who is the chairman of Wipro Limited. Aziz Hashim is one of the world’s leading experts on franchising and a highly regarded executive in the U.S. and international franchise space. Mr. Aziz Hashim has been the President and Secretary of Frisch's Restaurants, Inc. since August 24, 2015. 1 Public Profile Aziz Hashim Managing Partner at NRD Capital. Mr. Hashim is the Founder and Managing Partner at NRD Capital Management, LLC. Rounding out the IFA leadership team is Aziz Hashim, a multi-unit, multi-brand franchisee and president & CEO of NRD Holdings, LLC, as vice chair; Shelly Sun, CFE, CEO & co-founder of BrightStar Franchising, LLC, as treasurer; and Liam Brown, president of U. Hashim (Arabic: هاشم ‎) is a common male Arabic given name, which signifies breaker of bread.The title Hashim was given to 'Amr al-ʻUlā ibn 'Abd Manaf, as he was generous in providing bread to poor people and travellers.This Hashim was the great-grandfather of the Islamic prophet Muhammad and the progenitor of the Banu Hashim clan of the distinguished Quraish tribe in Mecca. Hazrat Umar bin Abdul Aziz, surnamed Al-Khalifat-us-Saleh (The pious Caliph) was the son of Abdul Aziz, the Governor of Egypt, and his mother, Umm-i-Aasim was the grand daughter of the Caliph Umar. Romaniello calls Hashim a “terrific” leader at the IFA: “Aziz is very smart. 2 Public Profile Hazizul Aziz Mohamad Hashim Project Accountant/ Cost control. Hashim (Arabic: هاشم ‎) is a common male Arabic given name, which signifies breaker of bread.The title Hashim was given to 'Amr al-ʻUlā ibn 'Abd Manaf, as he was generous in providing bread to poor people and travellers.ashim (Arabic: هاشم ‎) is a common male Arabic given name, which signifies breaker of bread. Al-Hakim was the second of the Fatimid caliphs to begin his reign in Egypt; al-Aziz was the first of the Fatimid caliphs to do so. ",0
1037496,i_r_c_1037496,"Stephen Joseph Steve Scalise (born October 6, 1965) is the current United States House of Representatives Majority Whip and representative for Louisiana's 1st congressional district, serving since 2008. Stephen Joseph Steve Scalise (born October 6, 1965) is the current United States House of Representatives Majority Whip and representative for Louisiana's 1st congressional district, serving since 2008. Congressman Scalise is a graduate of Louisiana State University. Rep. Steve Scalise (R-La.), the House majority whip, acknowledged Monday that he spoke at a gathering hosted by white-supremacist leaders while serving as a state representative in 2002, thrusting a racial controversy into House Republican ranks days before the party assumes control of both congressional chambers. Congressman Steve Scalise was first elected to Congress in a special election in May of 2008 to represent Louisiana’s First Congressional District in the U.S. House of Representatives. Rep. Steve Scalise (R-La.) says he won a three-way race for majority whip because his coalition was united, and says his election is a win for America.. U.S. Rep. Steve Scalise, of Jefferson, was re-elected as expected Thursday to the No. 3 position — majority whip — in the House’s ruling Republican hierarchy. ",0
1043135,i_r_c_1043135,"It is not sure if he was the one who killed Nicholas II but most historians agree that Yakov Yurovsky killed Nicholas II. Nicholas, his wife, and their five children were killed by the Bolsheviks, members of a revolutionary group (led by Lenin) who seized control of the government in Russia during the October Revolution (see Russian Revolution) of 1917. Tsar Nicholas II of Russia was the last Tsar (King) of the Russian Empire he was killed in 1917 during the Russian Civil War when he was ordered killed with his family by Vlad … imir Lenin first leader of the USSR (soviet union). Bolsheviks killed Czar Nicholas II, Empress Alexandra and their five children in 1918 as Russia plunged into bitter civil war. Alongside his father and family, Tsarevich Alexei was murdered by Bolshevik troops on July 17, 1918.hen Nicholas II abdicated the Russian throne on 2 March 1917, he initially named Alexei as his successor, allowing for a Regent to rule Russia until Alexei came of age. In Yekaterinburg, Russia, Czar Nicholas II and his family are executed by the Bolsheviks, bringing an end to the three-century-old Romanov dynasty. Nicholas II of Russia (May 18, 1868 – July 17, 1918) (Russian: Никола́й II, Nikolay II) was the last tsar of Russia, the King of Poland, and Grand Duke of Finland. Along with his family, Tsar Nicholas II was shot by firing squad in the year of 1918, in a house in Ekaterinburg. ",0
1051399,i_r_c_1051399,"The Monk theme song is It's a Jungle Out There by Randy Newman. The Monk theme song is It's a Jungle Out There by Randy Newman. The Monk theme song is It's a Jungle Out There by Randy Newman. The Monk theme song is It's a Jungle Out There by Randy Newman. When Monk agrees to the promise, the original theme song by Jeff Beal begins to play as the scene fades to credits. It's a Jungle Out There is a song written by Randy Newman, and used as the theme song for the TV series Monk starting in its second season. This is a reference to the minor controversy that brewed among Monk fans over the introduction of the new theme song It's A Jungle Out There written and performed by Randy Newman in the second season of Monk. At the end of the episode Marci Maven asks Adrian Monk to promise that if he ever gets his own show, he won't ever change the theme song. The group the sings/plays the theme song is Jesse Federick, Bennet Salvay and Scott Roeme. Thiele then contacted Curtis Stigers to write lyrics and sing the theme, who recorded the song at Cunningham Audio Production in Boise, Idaho. That’s the case with Miley Cyrus, who sings her Disney Channel show’s theme, Best of Both Worlds, as the character Hannah Montana.It’s not so hard finding a theme song for your TV show when your show is about a pop star —in fact, you’ll probably end up singing it ! Johnny Mathis occasionally sings the Theme Song with Deniese Williams. Johnny Mathis occasionally <b>sings</b> the <b>Theme Song</b> with Deniese Williams. At the end we again hear the original theme song by Jeff Beal. In _Monk (2002) Mr. Monk and His Biggest Fan (#6.01)_, Sarah Silverman again appears as Marci Maven. The person who sings the theme song on shameless is Murray Gold. believe the name of it is On The Streets. ",0
1064670,i_r_c_1064670,"Why do hunters pattern their shotguns? to decide what animal to hunt to select ammunition with the best performance to compete against other hunters to identify the best shooting position to use in the field All shotgun hunters need to pattern their firearms to determine which brands of shells, shot sizes, and loads perform best and at what range. That's the reason why many hunters opt to test their shotguns and pattern it before intense hunting sessions. Why do hunters pattern their shotguns? 1. You now know what patterning a shotgun means, but why do hunters pattern their shotguns in the first place? If you do, you probably wonder about why do hunters pattern their shotguns. Offered in a variety of sizes, Mossberg Accu-Choke Tubes provide consistent pattern performance for hunting and recreational shooting.These convenient tubes screw into and out of Mossberg shotguns quickly and easily for on-the-fly changes.ffered in a variety of sizes, Mossberg Accu-Choke Tubes provide consistent pattern performance for hunting and recreational shooting. A shotgun's shot spread refers to the two-dimensional pattern that these projectiles (or shot) leave behind on a target. Everyone knows how to pattern a shotgun and what they are looking for, which is the ultimate full choke pattern at 40 yards, which is a 70% shot pattern, it is this area where it all gets fuzzy and needs explaining. Remember to pattern your shotgun choke tube with the specific shotshell load you are going to be using. ",0
1071750,i_r_c_1071750,"Pete Rose is the game’s all-time hits leader, but despite that, he was excluded from the Hall of Fame because of being banned from the game after gambling on matches. I understand that Pete Rose was banned due to gambling on games while he was both a player and manager of the Reds. Pete Rose (born 1941), who got more hits than any player in professional baseball history, was banned from any further association with the game for allegedly betting on baseball games while he was a player and manager. In fact, that's an even greater reason to enforce the ban; Pete Rose was one of the game's most visible players, and he made a huge dent in the very integrity of the game! Despite Rose ’s serious violation of a bevy of Major League Baseball rules and regulations , many fans — and Rose himself — believe he should be reinstated and allowed a place in the Hall of Fame : The two seemingly go hand in hand , as the Hall of Fame added a clause to its eligibility rules in 1990 , stating that players who were on the ineligible ... Pete Rose is still ineligible for the baseball Hall of Fame. Pete Rose is still ineligible for the baseball Hall of Fame. The case of Pete Rose remains an enduring scandal 25 years after the Cincinnati Reds player and manager agreed to a lifetime ban from Major League Baseball on August 23, 1989. MLB can uphold Pete Rose ban -- but Hall of Fame doesn't have to. Play Video Sunday Morning Pete Rose: I screwed up Preview: A major league record-holder who was banned from baseball for gambling on games while managing the Cincinnati Reds, Pete Rose talks to c... ",0
1105792,i_r_c_1105792,"Geon (n.) 1.(MeSH)A polyvinyl resin used extensively in the manufacture of plastics, including medical devices, tubing, and other packaging. Geon (physics), a hypothetical gravitational wave packet Geon (psychology), a geometrical primitive out of which everyday objects can be represented Geon, short for geonim, rabbis in the medieval era Geon, a character from the King of the Monsters series of video games Geon is a multiplayer-oriented action arcade video game developed by independent software developer Strawdog Studios. Geon (psychology), a geometrical primitive out of which everyday objects can be represented. Geon (physics), a hypothetical gravitational wave packet. 1 Geon is a multiplayer-oriented action arcade video game developed by independent software developer Strawdog Studios. Geon may refer to: Geon (geology), a time interval; Geon (physics), a hypothetical gravitational wave packet; Geon (psychology), a geometrical primitive out of which everyday objects can be represented; Geon, short for geonim, rabbis in the medieval era; Geon, a character from the King of the Monsters series of video games What does GEON mean as a name of something? noun [physics] A hypothetical electromagnetic or gravitational wave held together in a confined region by the gravitational attraction of its own field energy. 3 Geon (psychology), a geometrical primitive out of which everyday objects can be represented. Geon may refer to: Geon (geology), a time interval. 5 Geon, a character from the King of the Monsters series of video games. Geon may refer to: 1 Geon (geology), a time interval. 2 Geon (physics), a hypothetical gravitational wave packet. ",0
1106979,i_r_c_1106979,"A Pareto chart is a special type of histogram that represents the Pareto philosophy (the 80/20 rule) through displaying the events by order of impact. A Pareto chart, named after Vilfredo Pareto, is a type of chart that contains both bars and a line graph, where individual values are represented in descending order by bars, and the cumulative total is represented by the line. Pareto charts: A Pareto chart is a bar graph where the bars are drawn in decreasing order of frequency or relative. frequency and is used to graphically summarize and display the relative importance of the differences. between groups of data. A Pareto chart is a special bar graph, where the lengths are represented by frequency or cost, time or money that are arranged with the longest bars on the left and the shortest to the right side. A Pareto chart is a specific type of histogram that ranks causes or issues by their overall influence. A pareto chart is used to graphically summarize and display the relative importance of the differences between groups of data. Simple example of a Pareto chart using hypothetical data showing the relative frequency of reasons for arriving late at work A Pareto chart, named after Vilfredo Pareto, is a type of chart that contains both bars and a line graph, where individual values are represented in descending order by bars, and the cumulative total is represented by the line. A pareto chart is used to graphically summarize and display the relative importance of the differences between groups of data. ",0
1108651,i_r_c_1108651,"Bleach is also the best way to get white clothes white again, and helps remove stubborn, older stains. Hot water (130 degrees F. or above; 54 degrees C. or above) is the best choice for white clothes, very dirty or greasy clothes, diapers, and sturdy fabrics that retain their dye. Here is Most Effective Way To Get The White Clothes White Again. 1 White vinegar for whiter clothes – here’s another inexpensive way to whiten your clothes without using bleach. No you cant use the toilet bleach for the white clothes.I am not using bleach for the white clothes i used oxiclean for the white clothes and it is great.I saw many times because i wash all my clothes with my hand so bleach destroy your clothe colors.Oxiclean is the best for white clothes. To remove dye from white clothing, chlorine bleach works best. For lightly colored clothes, you can try one of the methods for white clothes on a seam or hidden area to see if the color is affected. To use this method, users should add 1/2 cup of bleach to a gallon of water and soak the clothing for 30 minutes; after the clothes have soaked, they should then be washed as normal. ",0
1109707,i_r_c_1109707,"A radio wave is a form of electromagnetic (EM) energy, and it does not require a medium through which to travel like a mechanical wa … ve does.Radio waves can travel through the vacuum of space.Let's contrast that with a mechanical wave. The radio wave, as well as all other electromagnetic waves, can travel. through material media, but don't need one in order to propagate. A radio wave is a form of electromagnetic (EM) energy, and it does not require a medium through which to travel like a mechanical wa … ve does. A radio wave is a form of electromagnetic (EM) energy, and it does not require a medium through which to travel like a mechanical wa … ve does. A radio wave is a form of electromagnetic (EM) energy, and it does not require a medium through which to travel like a mechanical wa … ve does. A radio wave is a form of electromagnetic (EM) energy, and it does not require a medium through which to travel like a mechanical wa … ve does. A radio wave is an electromagnetic wave that travels at the speed of light, whereas a sound wave travels at the speed of sound through air or another elastic medium. Since radio waves are not mechanical, they do not need a medium to travel in; they can travel even in a vacuum. Radio waves can travel in a vacuum, but sound waves need a physical medium. Radio waves can travel in a vacuum, but sound waves need a physical medium. A radio wave is a form of electromagnetic (EM) energy, and it does not require a medium through which to travel like a mechanical wa…ve does. Electromagnetic (EM) waves (example light waves, radio waves, x-rays etc) can travel through vacuum; they do not require any medium (matter) to travel through and their travel is reduced, to some extent, by the presence of any medium. On the other hand, electromagnetic forms of energy, such as microwaves, radar waves, radio and TV waves, travel millions of miles through the emptiness of space without the need of any material medium through which to travel. So, in the right medium, radio waves could travel faster than optical waves, but I wouldn't call this faster than light; that would be very misleading... share | cite | improve this answer. ",0
